tender_id,vendor_id,employee_id,amount,rule_score,iforest_score,xgb_score,risk_score_nograph,risk_score,is_fraud,expected_loss
T00105,V0079,E0028,93806.77,1,0.4833058928491537,0.003398612840101123,0.8706070287539937,0.8918530351437699,0,318.81289301041284
T00106,V0113,E0045,56432.99,1,0.40234581713540823,0.00013250437041278929,0.5451757188498403,0.5691373801916932,0,7.477617810461234
T00107,V0100,E0044,18505.92,0,0.41187361410525547,9.270764712709934e-05,0.45086261980830666,0.3938338658146965,0,1.71564030112233
T00108,V0004,E0009,222677.43,0,0.4730283622809488,0.00011634369730018079,0.6669648562300319,0.5517891373801918,0,25.907115511502198
T00109,V0071,E0022,23383.41,0,0.4498495778460405,5.617355782305822e-05,0.4994249201277955,0.4099680511182109,0,1.3135293337352778
T00110,V0131,E0014,116322.33,0,0.44582976412889125,0.00032779702451080084,0.6726198083067092,0.6093610223642172,0,38.13011365816347
T00111,V0050,E0058,27641.59,0,0.46909425516039904,8.35961036500521e-05,0.6488498402555911,0.5033226837060703,0,2.3107292226922436
T00112,V0072,E0024,26077.02,0,0.46590609832679813,0.00042209081584587693,0.5808945686900959,0.6606070287539936,0,11.00687064662925
T00113,V0021,E0014,5976.23,0,0.40645654811305953,3.650244252639823e-05,0.21801916932907348,0.22456869009584662,0,0.21814699209953686
T00114,V0235,E0032,26446.66,0,0.4849345451977753,0.0008142906590364873,0.703003194888179,0.7157827476038339,0,21.535268200713908
T00115,V0159,E0046,3112.7,0,0.40936101268447733,2.4724084141780622e-05,0.1666773162939297,0.18696485623003192,0,0.07695865670812053
T00116,V0020,E0030,10977.3,0,0.4090187114662977,7.38211820134893e-05,0.4178594249201278,0.3568370607028754,0,0.8103572613166761
T00117,V0004,E0019,68457.11,0,0.4134221113830689,0.00010055508755613118,0.3764217252396166,0.41012779552715656,0,6.883710689889703
T00118,V0134,E0017,23000.0,1,0.4495724363264803,0.3641820251941681,0.8638977635782747,0.8637380191693291,0,8376.186579465866
T00119,V0041,E0042,209664.89,0,0.45543891527379954,0.00016580494411755353,0.4676357827476038,0.5663578274760384,0,34.76347536986301
T00120,V0299,E0004,128537.02,0,0.49759077903440074,0.00013019199832342565,0.47293929712460064,0.5847603833865815,0,16.73449149233813
T00121,V0252,E0029,6786.27,0,0.42130285018222213,7.7094926382415e-05,0.2970607028753993,0.3914696485623003,0,0.5231869860611914
T00122,V0073,E0058,42965.29,0,0.42998231100230316,6.14304153714329e-05,0.5326837060702876,0.3794888178913738,0,2.6393756112540725
T00123,V0011,E0026,681357.77,0,0.549070149120228,0.0008794570458121598,0.7282108626198083,0.7422683706070288,0,599.2248915453611
T00124,V0080,E0059,140252.47,0,0.4975898651516063,6.574196595465764e-05,0.6056230031948882,0.490926517571885,0,9.220473107796643
T00125,V0124,E0024,6103.75,0,0.4860818602029225,3.961859692935832e-05,0.6561341853035144,0.3904792332268371,0,0.24182201100757084
T00126,V0240,E0043,17105.84,0,0.4152799413165736,4.8661513574188575e-05,0.18747603833865814,0.29961661341853035,0,0.8323960653578979
T00127,V0173,E0005,46119.89,0,0.4597917362368879,0.0019349802751094103,0.7331309904153354,0.7102875399361022,0,89.24107744021573
T00128,V0289,E0016,27750.46,0,0.4509494308881408,0.0005148336640559137,0.6757188498402555,0.6480830670926518,0,14.28687100103707
T00129,V0196,E0012,8746.62,0,0.43494420719330573,9.574028808856383e-05,0.28408945686900955,0.45741214057507984,0,0.8374039186011942
T00130,V0077,E0011,109710.07,0,0.4740284960057016,0.00023837777553126216,0.7351118210862619,0.6287220447284345,0,26.152442439979062
T00131,V0266,E0039,12887.61,0,0.4214150045495391,3.371300772414543e-05,0.3539297124600639,0.2500958466453674,0,0.4344800954757739
T00132,V0275,E0054,5165.2,0,0.457531732528148,0.0003763509448617697,0.5838658146964856,0.642332268370607,0,1.9439279004000127
T00133,V0049,E0001,5107.05,0,0.44929222078054476,0.0001564482954563573,0.3503194888178914,0.5479233226837061,0,0.7989892673103896
T00134,V0017,E0045,40477.82,0,0.42812926160320963,0.0004579360247589648,0.662779552715655,0.590255591054313,0,18.53625198170892
T00135,V0270,E0000,83591.53,0,0.420736667657417,4.086611806997098e-05,0.4536741214057508,0.2803514376996805,0,3.4160613346295214
T00136,V0136,E0054,1692.44,0,0.4231552010560551,0.0001384723000228405,0.41773162939297126,0.47348242811501595,0,0.23435605945065618
T00137,V0042,E0018,2000.0,0,0.5417098432991946,8.167113264789805e-05,0.6862619808306709,0.5381789137380192,0,0.1633422652957961
T00138,V0071,E0056,13606.77,0,0.4319439944359169,2.4447537725791335e-05,0.23610223642172526,0.24361022364217255,0,0.3326520229011658
T00139,V0149,E0014,31847.52,0,0.47911300948751095,5.091298226034269e-05,0.404888178913738,0.433961661341853,0,1.621452220795909
T00140,V0179,E0040,85121.8,0,0.44896757177670354,8.678617450641468e-05,0.5877316293929713,0.47447284345047924,0,7.38739538910013
T00141,V0037,E0026,17850.61,0,0.43959605898785636,0.0005518912803381681,0.28536741214057504,0.6304153354632588,0,9.851596007717308
T00142,V0279,E0010,2037.48,0,0.4815449726130652,2.0747800590470433e-05,0.586964856230032,0.31523961661341854,0,0.0422732287470717
T00143,V0209,E0019,27482.43,0,0.3991351775975616,9.921288437908515e-05,0.19389776357827476,0.3807987220447284,0,2.7266111500463013
T00144,V0086,E0020,7472.15,0,0.4426575959379923,4.738139978144318e-05,0.5777635782747603,0.3630670926517572,0,0.35404092637691065
T00145,V0171,E0011,4842.39,0,0.42350992942927945,2.7842681447509676e-05,0.37776357827476037,0.2333546325878594,0,0.13482512221460638
T00146,V0134,E0042,109616.36,0,0.455254296529227,8.521613926859573e-05,0.5384345047923322,0.4847603833865815,0,9.341082999876527
T00147,V0136,E0004,10370.86,0,0.4288454333952405,1.3111919543007389e-05,0.221629392971246,0.20900958466453676,0,0.1359818819117936
T00148,V0074,E0009,16090.63,0,0.43426643236457363,7.652164640603587e-05,0.5244728434504793,0.4247923322683706,0,1.231281499310353
T00149,V0059,E0028,7569.97,0,0.4078636265597844,6.591245619347319e-05,0.22134185303514375,0.3371565495207668,0,0.49895531601090626
T00150,V0056,E0039,12049.44,0,0.4114971632322152,1.9933884686906822e-05,0.21220447284345045,0.17690095846645365,0,0.24019214750180254
T00151,V0117,E0036,4149.26,0,0.4178254356919979,0.00010526041296543553,0.3559424920127795,0.4284664536741214,0,0.4367528211009631
T00152,V0292,E0009,440000.0,1,0.6276965038551582,0.9646819233894348,0.9398722044728435,0.9438658146964857,1,424460.0462913513
T00153,V0168,E0016,13393.53,0,0.4101146426755011,4.723995880340226e-05,0.3850798722044728,0.28236421725239613,0,0.6327098054321323
T00154,V0188,E0020,22419.41,0,0.4746161623232287,0.0004962236853316426,0.6293610223642172,0.6806389776357828,0,11.125042253161082
T00155,V0065,E0024,18357.16,0,0.4300280858606052,3.864915925078094e-05,0.43514376996805115,0.29313099041533547,0,0.7094888002320658
T00156,V0042,E0017,10708.22,0,0.4136452643296505,1.5931194866425358e-05,0.2784984025559105,0.17386581469648563,0,0.17059473949255333
T00157,V0182,E0046,13621.87,0,0.39748632110883975,1.6695594240445644e-05,0.15613418530351436,0.1460702875399361,0,0.2274252143160993
T00158,V0119,E0058,13305.34,0,0.43678006087864396,0.00025585904950276017,0.6349201277955272,0.5695846645367412,0,3.404291645711055
T00159,V0275,E0055,37716.8,0,0.449501255211712,0.00030926192994229496,0.4166773162939297,0.6122044728434505,0,11.66437035924755
T00160,V0127,E0013,4422.63,0,0.38559668562365385,4.099508441868238e-05,0.2582747603833866,0.22664536741214059,0,0.18130609020259728
T00161,V0040,E0044,18744.68,0,0.4193126316599742,5.890482134418562e-05,0.37824281150159744,0.345814696485623,0,1.1041520265539293
T00162,V0134,E0002,50000.0,0,0.4318320620844494,4.126773274037987e-05,0.3025878594249201,0.3128115015974441,0,2.0633866370189935
T00163,V0223,E0031,5000.0,0,0.4572218578209671,4.964186518918723e-05,0.4344728434504792,0.401405750798722,0,0.24820932594593614
T00164,V0068,E0055,29375.83,0,0.39991754819661246,4.06671897508204e-05,0.2867731629392971,0.2348562300319489,0,1.1946324526978425
T00165,V0030,E0007,4475.6,0,0.4035915539362386,5.676790897268802e-05,0.18246006389776356,0.3040255591054313,0,0.25407045339816253
T00166,V0220,E0054,38819.34,0,0.4185050347151415,3.5896471672458574e-05,0.22808306709265175,0.24869009584664536,0,1.393477338653538
T00167,V0148,E0012,8534.86,0,0.4569271518082091,0.0002935737429652363,0.6812779552715655,0.6221725239616613,0,2.505610795884277
T00168,V0086,E0025,17520.95,0,0.4198385771506858,0.0001098251377698034,0.40629392971246003,0.43936102236421726,0,1.9242407476078371
T00169,V0193,E0011,8069.32,1,0.49737240513012054,0.9988294243812561,0.9466134185303514,0.9443769968051119,1,8059.8742507481575
T00170,V0136,E0006,12332.33,0,0.41681255612871415,4.050065399496816e-05,0.26996805111821087,0.2682108626198083,0,0.4994674302817657
T00171,V0292,E0020,27062.81,0,0.461101977679171,0.0034540093038231134,0.7100319488817892,0.7197763578274761,0,93.4751975275972
T00172,V0091,E0020,7212.29,0,0.43276701866426376,2.655463686096482e-05,0.3697124600638978,0.25437699680511183,0,0.19151974188596796
T00173,V0073,E0026,6870.18,0,0.43430186438677826,8.022551628528163e-05,0.24121405750798722,0.43370607028753994,0,0.5511637374728161
T00174,V0270,E0049,9494.19,0,0.4312933438898202,6.266153650358319e-05,0.48041533546325876,0.38680511182108623,0,0.5949205332569546
T00175,V0294,E0039,93383.88,1,0.4796862537656164,0.0016354278195649385,0.8532268370607028,0.8792651757188499,0,152.72259525091388
T00176,V0168,E0038,55476.03,0,0.40807432906132846,0.00010518234921619296,0.18894568690095845,0.40523961661341856,0,5.835099160587997
T00177,V0071,E0001,51456.13,0,0.4569331415543747,0.00015025975881144404,0.5917252396166135,0.5594568690095847,0,7.73178568317031
T00178,V0094,E0014,48449.59,0,0.4382666109100172,4.6340966946445405e-05,0.3282747603833866,0.3487220447284345,0,2.2452008487588317
T00179,V0189,E0023,27396.74,0,0.4174380268477715,0.0002124394231941551,0.46747603833865814,0.5050159744408946,0,5.8201476430002375
T00180,V0128,E0043,47940.02,0,0.418080543436289,4.137002179049887e-05,0.32533546325878593,0.2772523961661342,0,1.9832796720369514
T00181,V0160,E0021,9963.51,0,0.43730225557121216,0.00010395993012934923,0.434888178913738,0.47562300319488815,0,1.0358058034430724
T00182,V0212,E0007,68120.73,1,0.41165748680187625,0.0006382150459103286,0.6995846645367412,0.7138019169329073,0,43.4756748243951
T00183,V0094,E0000,39695.92,0,0.40003114903758646,3.7532397982431576e-05,0.3608626198083067,0.2180511182108626,0,1.489883067718765
T00184,V0189,E0006,4333.19,0,0.4386949433118589,4.442470890353434e-05,0.3305111821086262,0.34313099041533546,0,0.19250070437370595
T00185,V0142,E0001,16574.25,0,0.413949399272243,7.157357322284952e-05,0.4032907348242811,0.3631948881789137,0,1.1862782959888136
T00186,V0280,E0014,11505.03,0,0.3992631827208989,2.6749990865937434e-05,0.212555910543131,0.17757188498402554,0,0.3077594474123362
T00187,V0138,E0006,13506.56,0,0.4300218337903443,9.496839629719034e-05,0.3357188498402556,0.4448242811501597,0,1.282696342691779
T00188,V0188,E0006,78019.96,0,0.461186358608533,8.554368832847103e-05,0.3150159744408945,0.49504792332268366,0,6.674115141639778
T00189,V0290,E0017,154090.65,0,0.44420721443565603,0.00029615836683660746,0.6048562300319489,0.5981469648562301,0,45.63523524879128
T00190,V0281,E0039,122807.68,0,0.45363309223352355,0.00034607984707690775,0.7169968051118211,0.6302555910543131,0,42.50126311426982
T00191,V0219,E0019,29473.19,0,0.4380925296464547,0.000729281222447753,0.5820127795527157,0.6396805111821087,0,21.494244032634885
T00192,V0059,E0019,3502.86,0,0.4185993867625896,7.553110481239855e-05,0.5196485623003195,0.3824281150159744,0,0.2645748858031584
T00193,V0060,E0035,57027.11,0,0.41068294070583633,0.009464925155043602,0.24258785942492012,0.6119169329073482,1,539.7573279584385
T00194,V0231,E0032,3000.0,0,0.5171080216712285,3.9212685805978253e-05,0.4453354632587859,0.40348242811501595,0,0.11763805741793476
T00195,V0199,E0026,103097.89,1,0.43494567362405323,0.001213192124851048,0.7419488817891373,0.796261980830671,0,125.07754823675961
T00196,V0009,E0025,5006.24,0,0.4043201002123027,7.272800576174632e-05,0.32584664536741215,0.345814696485623,0,0.3640938515646849
T00197,V0237,E0047,18854.45,0,0.41101314628633767,4.670191265176982e-05,0.2292332268370607,0.28226837060702875,0,0.8805388769971615
T00198,V0252,E0017,4000.0,0,0.48939503047413935,0.00019231550686527044,0.5260063897763578,0.6215335463258786,0,0.7692620274610817
T00199,V0068,E0031,6070.14,0,0.41242197986124945,2.001556640607305e-05,0.2973482428115016,0.17897763578274759,0,0.12149729026416026
T00200,V0050,E0030,106574.9,0,0.4567382093558977,0.00016379874432459474,0.7015015974440895,0.566996805111821,0,17.45683479651925
T00201,V0240,E0044,8720.52,0,0.440077397308505,5.8333804190624505e-05,0.4824600638977635,0.39667731629392966,0,0.5087011061204249
T00202,V0299,E0003,175610.39,0,0.5133945952520944,0.00021660496713593602,0.49859424920127793,0.6455591054313099,0,38.03808275467891
T00203,V0242,E0045,105472.86,0,0.4428756188499698,0.0001121410314226523,0.4404792332268371,0.4986261980830671,0,11.827835307497008
T00204,V0201,E0040,15287.38,0,0.4494756225334367,0.000325592263834551,0.40546325878594247,0.6164856230031949,0,4.977452662299037
T00205,V0070,E0045,500.0,0,0.42292835252538413,0.0009556923760101199,0.5046964856230032,0.6110862619808306,0,0.47784618800505996
T00206,V0169,E0014,21355.77,0,0.395745402554674,0.00015680627257097512,0.38980830670926514,0.4318210862619808,0,3.3487186915830534
T00207,V0103,E0048,9586.91,0,0.4220312850570552,0.0002330407442059368,0.5563897763578275,0.5244408945686901,0,2.2341406410353373
T00208,V0108,E0039,25000.0,0,0.46810072198020464,0.0003294339985586703,0.6786261980830671,0.6471565495207667,0,8.235849963966757
