tender_id,vendor_id,employee_id,amount,n_bidders,log_amount,amount_over_limit,headroom_to_limit,is_round,days_to_invoice,days_to_payment,award_method_code,category_code,department_code,amount_z_in_category,amount_vs_cat_median,vendor_age_days,vendor_n_tenders,vendor_mean_amount,vendor_n_buyers,is_vendors_first_award,days_reg_to_first_award,buyer_n_tenders,buyer_mean_amount,buyer_n_vendors,pair_n_tenders,buyer_exclusivity,pair_share_of_buyer,bid_cv,bid_spread,winner_margin,n_rules_triggered,rule_po_splitting,rule_duplicate_invoice,rule_thin_competition,rule_round_near_threshold,rule_vendor_concentration,rule_new_vendor_large_first,g_direct_shared_ids,g_hops_to_buyer,g_reachable_within_2_hops,g_vendor_emp_degree,g_identity_component_size,g_cobid_min_affinity,g_cobid_mean_affinity,g_jaccard_mean,g_ring_score,g_ring_win_evenness,g_bidders_in_ring
T00010,V0272,E0046,110000.0,6,11.608244735642321,4.4,-3.4,1,14,36,1,1,7,-0.3880607883268701,0.9767113392235244,199,15,260405.98799999998,13,0,155,61,28114.55737704918,51,1,0.06666666666666667,0.06414039048669729,0.15131514600020335,0.34576121687995204,0.05440781818181819,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0.2228203464759625,0.1129302185191566,0.0,0.0,0.0
T00011,V0016,E0057,4430.53,2,8.396500175872339,0.0443053,0.9556947,0,18,21,0,3,6,-0.7241569581219777,0.1823627349491565,2854,11,36738.41,11,0,2188,52,65211.431153846155,43,1,0.09090909090909091,0.0013065577383049778,0.09052163058437815,0.12801691766055465,0.1367714472083476,0,0,0,0,0,0,0,0,0,0,0,1,0.2391304347826087,0.2391304347826087,0.12790697674418605,0.0,0.0,0.0
T00012,V0250,E0006,111604.88,3,11.622729015713418,0.22320976,0.77679024,0,23,55,0,2,2,0.49717338536594285,2.336114499771004,640,11,75203.02545454545,11,0,553,68,40628.268088235294,59,1,0.09090909090909091,0.040396706837950914,0.13641570695359714,0.26818518496216837,0.10299289780160145,0,0,0,0,0,0,0,0,0,0,0,1,0.10526315789473684,0.1302294197031039,0.06795295295295296,0.0,0.0,0.0
T00013,V0052,E0002,25162.55,3,10.133151797840467,0.2516255,0.7483744999999999,0,12,45,1,2,4,-0.5659359245579081,0.5267027562433907,552,9,80113.26555555555,8,1,552,47,34463.255319148935,39,2,0.2222222222222222,0.01826300969333357,0.03283679925514693,0.06554155730959145,0.03765476869395199,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,0.10059523809523808,0.05116552877746908,0.0,0.0,0.0
T00014,V0126,E0038,2765.27,1,7.925255121343642,0.0276527,0.9723472999999999,0,15,33,2,4,6,-0.22882393818501628,0.6145877552290421,588,14,8524.243571428571,12,0,-53,48,53502.551666666666,47,1,0.07142857142857142,0.0010767671797335772,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00015,V0292,E0037,44444.86,3,10.702027098246699,0.08888972,0.91111028,0,18,22,0,7,2,0.35349156963284306,2.0151235624431836,2673,13,73857.25769230768,8,0,1694,60,85659.37133333334,53,1,0.07692307692307693,0.008647596347446149,0.11968920478092639,0.224657797470211,0.21289953438935347,0,0,0,0,0,0,0,0,0,0,0,1,0.08108108108108109,0.10668563300142248,0.05518018018018017,0.0,0.0,0.0
T00016,V0082,E0007,92000.0,1,11.429554725537322,0.92,0.08,1,41,35,2,1,2,-0.45666136768278076,0.816885847350584,76,15,224075.5213333333,12,0,-136,44,50363.30431818182,40,2,0.13333333333333333,0.23207867358728387,0.0,0.0,0.0,2,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00017,V0110,E0045,4246.0,7,8.353968130313271,0.16984,0.83016,0,30,34,1,9,2,-0.856248585171318,0.2467244797634792,1070,10,15585.445000000002,8,0,674,47,43872.74063829787,46,1,0.1,0.002059147074414903,0.12042306071095112,0.3026004169178814,0.056382477626000856,0,0,0,0,0,0,0,0,0,0,0,1,0.13513513513513514,0.19905985278656088,0.09912198998939946,0.0,0.0,0.0
T00018,V0142,E0019,28000.0,3,10.239995502805316,0.056,0.944,1,43,13,1,3,2,-0.23860636308698022,1.1524933988882553,223,12,31334.23833333333,11,1,223,48,66638.51875,42,1,0.08333333333333333,0.008753695974572264,0.1139441617510074,0.20898236937276007,0.2107471428571428,0,0,0,0,0,0,0,0,0,0,0,1,0.08571428571428572,0.15213675213675212,0.0720113363105462,0.0,0.0,0.0
T00019,V0239,E0011,26001.64,2,10.165953350310478,0.05200328,0.94799672,0,33,46,0,9,7,0.057800337656924494,1.5108905091844727,164,14,14848.123571428572,12,0,66,57,37464.38596491228,45,2,0.14285714285714285,0.020605131423059093,0.0378247490730438,0.0534922731324577,0.054962302377850034,0,0,0,0,0,0,0,0,0,0,0,1,0.2391304347826087,0.2391304347826087,0.10377358490566038,0.0,0.0,0.0
T00020,V0050,E0021,181713.0,3,12.110189301498611,0.363426,0.636574,0,11,38,1,1,6,-0.11475226902962436,1.6134649780393115,1871,19,247815.14526315787,15,0,1010,52,93986.90211538461,47,1,0.05263157894736842,0.03718050803441431,0.037340612278115914,0.07465887396462728,0.040442676088116934,0,0,0,0,0,0,0,0,0,0,0,1,0.13953488372093023,0.1799557032115172,0.0883841244665987,0.0,0.0,0.0
T00021,V0134,E0017,103038.91,3,11.542871667890594,4.1215564,-3.1215564000000002,0,20,25,1,2,2,0.39182497035296937,2.1568115273418105,1421,13,58284.60538461538,8,0,964,52,70605.14115384615,45,2,0.15384615384615385,0.03432930170093792,0.01706634135241255,0.0300496578087487,0.02962783670751168,0,0,0,0,0,0,0,0,0,0,0,1,0.13157894736842105,0.15789473684210525,0.08440046672730446,0.0,0.0,0.0
T00022,V0274,E0055,6076.02,3,8.712269723227521,0.012152040000000001,0.98784796,0,7,58,0,0,5,-0.39889579098606154,0.6434975821261616,2035,3,6632.37,3,1,2035,60,58479.508166666674,51,1,0.3333333333333333,0.0017316664105893117,0.12750177876148674,0.22982777052795933,0.24682933894226808,0,0,0,0,0,0,0,0,0,0,0,1,0.0967741935483871,0.15868361029651354,0.08000978712992415,0.0,0.0,0.0
T00023,V0184,E0035,92853.49,2,11.43878892317763,0.18570698000000002,0.81429302,0,16,24,0,1,1,-0.45340859498975433,0.8244641506316194,1466,15,231521.642,12,0,576,50,36994.0156,48,1,0.06666666666666667,0.05019919492059684,0.03089365383820536,0.043690224249249565,0.044665957090035055,1,0,0,1,0,0,0,0,0,0,0,1,0.20408163265306123,0.20408163265306123,0.11235955056179775,0.0,0.0,0.0
T00024,V0151,E0041,9355.34,3,9.143809467360152,0.0935534,0.9064466,0,24,10,0,7,0,-0.6011533247118426,0.42416977055765753,924,9,33574.932222222225,8,0,765,56,45781.51178571429,54,1,0.1111111111111111,0.0036490634830733644,0.20594157837805335,0.40018451458267074,0.1397052378641503,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0.21123321123321123,0.11227645134024587,0.0,0.0,0.0
T00025,V0203,E0007,7000.0,7,8.853808274977197,0.07,0.93,1,27,23,1,4,2,-0.09508515667374945,1.555766448340775,2381,5,3209.514,5,0,1821,44,50363.30431818182,40,1,0.2,0.0031588655916183635,0.12245264434760392,0.35034005865506546,0.3514085714285715,0,0,0,0,0,0,0,0,0,0,0,2,0.08,0.16368386243386246,0.07970431432362735,0.0,0.0,0.0
T00026,V0196,E0048,12036.48,3,9.395780394630442,0.1203648,0.8796352000000001,0,32,58,1,3,4,-0.5674680911976709,0.4954272766375181,534,8,26020.2575,8,0,378,59,39996.41847457627,51,1,0.125,0.005100660093425568,0.06681237401400644,0.11892798919965365,0.006995400648694696,0,0,0,0,0,0,0,0,0,0,0,1,0.13636363636363635,0.18642951251646903,0.09797482211275314,0.0,0.0,0.0
T00027,V0190,E0045,114473.63,7,11.648108505373315,4.578945200000001,-3.5789452,0,26,16,1,5,2,0.810270362146869,3.3959845469358276,2430,5,51524.162,5,0,2030,47,43872.74063829787,46,1,0.2,0.05551531801981962,0.052168849398542536,0.1538458665278321,0.021742299951525938,0,0,0,0,0,0,0,0,0,0,0,1,0.06896551724137931,0.1605565475764522,0.07512478774706625,0.0,0.0,0.0
T00028,V0230,E0025,55267.94,3,10.919966366065507,2.2107176,-1.2107176000000002,0,24,16,1,3,3,0.32313577589105413,2.2748548578625774,1901,19,28965.45894736842,11,0,1374,46,56259.55782608696,40,2,0.10526315789473684,0.02875516425294089,0.15564074598944846,0.3103920413580092,0.2094954145206064,0,0,0,0,0,0,0,0,0,0,0,1,0.08571428571428572,0.10476190476190476,0.04783974195738901,0.0,0.0,0.0
T00029,V0053,E0001,42000.0,7,10.645448706505872,0.084,0.916,1,7,49,1,7,7,0.2869767493563745,1.904273961547268,2790,9,38035.84,8,0,2472,48,25992.499166666665,43,1,0.1111111111111111,0.03366355787450091,0.08801940094085385,0.23100071978977893,0.09163095238095238,0,0,0,0,0,0,0,0,0,0,0,1,0.07692307692307693,0.16225624343713685,0.07826605429075796,0.0,0.0,0.0
T00030,V0070,E0018,41539.96,3,10.63443520741824,0.08307992,0.9169200799999999,0,38,34,1,5,6,-0.20743746871800245,1.2323280238456,546,11,41007.40818181818,10,0,359,50,50911.50980000001,45,1,0.09090909090909091,0.01631849464421108,0.12911061317447853,0.2580389845581189,0.1582846974335074,0,0,0,0,0,0,0,0,0,0,0,1,0.14634146341463414,0.1821138211382114,0.09456963657097527,0.0,0.0,0.0
T00031,V0041,E0016,42511.41,3,10.657551312288806,1.7004564000000002,-0.7004564000000001,0,40,19,1,1,4,-0.6452694757665101,0.3774670563034575,588,12,196637.5,11,0,-18,62,49197.14306451613,52,1,0.08333333333333333,0.013937148795950115,0.10106413721196408,0.20053173913062022,0.086332351714516,0,0,0,0,0,0,0,0,0,0,0,1,0.12244897959183673,0.1717687074829932,0.09063875032520048,0.0,0.0,0.0
T00032,V0205,E0006,73866.0,3,11.210021457812353,0.147732,0.852268,0,20,24,0,1,2,-0.5257726402405632,0.6558705434825896,3138,14,180370.86785714285,12,0,2860,68,40628.268088235294,59,1,0.07142857142857142,0.026736672691123203,0.15989601911680146,0.30931625779289323,0.09709406222077813,0,0,0,0,0,0,0,0,0,0,0,1,0.1896551724137931,0.22633895818048422,0.11547310990520215,0.0,0.0,0.0
T00033,V0187,E0021,38180.25,5,10.550099836398077,0.0763605,0.9236395,0,28,36,1,9,6,0.5694766364026871,2.21855918946999,2970,11,18779.672727272726,9,0,2167,52,93986.90211538461,47,1,0.09090909090909091,0.00781210530826604,0.049079885339639,0.13565602428569767,0.05949463400580134,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.19245198687059156,0.10174142348777607,0.0,0.0,0.0
T00034,V0133,E0002,12769.49,7,9.454892319472888,0.1276949,0.8723050999999999,0,39,29,1,0,4,-0.11531098611771383,1.3523879019463725,1176,10,12584.537,9,1,1176,47,34463.255319148935,39,2,0.2,0.017766032647784598,0.06660159820626514,0.1720281192409034,0.05592157556801408,0,0,0,0,0,0,0,0,0,0,0,1,0.08823529411764706,0.19254619710723203,0.09239228007994406,0.0,0.0,0.0
T00035,V0204,E0041,56759.25,7,10.946591535774498,0.5675925,0.4324075,0,38,59,1,2,0,-0.17734452572737058,1.1880852066784835,3152,13,66168.11923076924,11,0,2623,56,45781.51178571429,54,2,0.15384615384615385,0.04427805007656202,0.0815263740058511,0.2550504834895465,0.14932914018419902,0,0,0,0,0,0,0,0,0,0,0,1,0.03125,0.15069041522243493,0.07494076214402423,0.0,0.0,0.0
T00037,V0025,E0052,421000.0,3,12.95039048795861,4.21,-3.21,1,14,39,0,1,6,0.7972047772113646,3.7381406710282157,3534,13,140726.91307692308,11,0,3076,51,53695.70392156862,44,1,0.07692307692307693,0.15373486811611503,0.0632846931269277,0.12611166434387305,0.057169619952494,0,0,0,0,0,0,0,0,0,0,0,1,0.19148936170212766,0.26773049645390073,0.13363095238095238,0.0,0.0,0.0
T00038,V0150,E0035,38000.0,4,10.545367754151743,0.076,0.924,1,32,11,1,5,1,-0.25683365312704715,1.1273112662152973,2590,13,49313.10846153846,11,1,2590,50,36994.0156,48,1,0.07692307692307693,0.020543863316098077,0.07492395855264791,0.15390468267530605,0.019706315789473593,0,0,0,0,0,0,0,0,0,0,0,1,0.1111111111111111,0.14474907808241141,0.06943130218703925,0.0,0.0,0.0
T00039,V0053,E0002,27000.0,2,10.203629181337648,0.27,0.73,1,5,29,0,7,4,-0.12111299981005137,1.2241761181375292,2472,9,38035.84,8,1,2472,47,34463.255319148935,39,2,0.2222222222222222,0.02053168561273709,0.18347190144270795,0.2594684513346574,0.2981485185185186,0,0,0,0,0,0,0,0,0,0,0,1,0.175,0.175,0.08860759493670886,0.0,0.0,0.0
T00040,V0175,E0017,2528.67,2,7.835844138431601,0.10114680000000001,0.8988532,0,17,33,0,8,2,-0.5649223787407929,0.20652994217387047,1315,12,16598.524999999998,11,0,850,52,70605.14115384615,45,1,0.08333333333333333,0.0006887355288308244,0.01958199129624788,0.027693117669425744,0.028081956127133934,0,0,0,0,0,0,0,0,0,0,0,1,0.20588235294117646,0.20588235294117646,0.09333333333333334,0.0,0.0,0.0
T00041,V0260,E0024,7715.97,5,8.951177078928989,0.3086388,0.6913611999999999,0,33,36,1,5,6,-0.6794134366638784,0.22890262923103286,3367,7,35382.874285714286,7,0,3304,68,52800.416470588236,56,1,0.14285714285714285,0.0021490388645330205,0.10388086635864596,0.28290012843654616,0.1379372910988509,0,0,0,0,0,0,0,0,0,0,0,1,0.06896551724137931,0.12783996106785317,0.0655617501130458,0.0,0.0,0.0
T00042,V0210,E0036,104000.0,2,11.552155793461898,4.16,-3.16,1,20,40,0,5,5,0.6641225641739815,3.085272939115551,911,10,38726.853,8,0,555,60,38745.801499999994,53,1,0.1,0.04473602987238071,0.07638535944350043,0.10802521129174215,0.11419307692307694,1,0,0,1,0,0,0,0,0,0,0,1,0.125,0.125,0.06153846153846154,0.0,0.0,0.0
T00043,V0120,E0038,28156.93,6,10.245584299047367,0.2815693,0.7184307000000001,0,44,40,1,6,6,0.20878188356501576,2.616636317128895,2182,11,55103.070909090915,9,0,2060,48,53502.551666666666,47,1,0.09090909090909091,0.010964013678973754,0.06621321123891205,0.18529534190363633,0.07199861632642474,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.18284246697290177,0.09577997297976441,0.0,0.0,0.0
T00044,V0147,E0052,6972.52,3,8.849875397794923,0.0697252,0.9302748,0,11,10,1,0,6,-0.36091343242398927,0.7384438763082255,3520,18,20560.227777777778,17,0,2505,51,53695.70392156862,44,1,0.05555555555555555,0.0025461269421305807,0.0762684439036534,0.14967970348469747,0.05290196370896027,0,0,0,0,0,0,0,0,0,0,0,1,0.1935483870967742,0.21505376344086022,0.09566277604252288,0.0,0.0,0.0
T00045,V0162,E0009,91120.73,3,11.419951583893424,0.18224146,0.81775854,0,17,42,0,1,1,-0.4600123916500181,0.8090786384484105,3340,16,184109.5025,15,0,3127,56,90986.20857142856,51,1,0.0625,0.017883544312979553,0.11397329390991394,0.222479591797892,0.1763594299562789,0,0,0,0,0,0,0,0,0,0,0,1,0.14545454545454545,0.20233100233100232,0.1083184150853324,0.0,0.0,0.0
T00046,V0030,E0028,18515.66,1,9.826426146363598,0.7406264,0.2593736,0,39,17,2,4,5,0.26859572420839306,4.115148942412193,2417,7,72952.40857142858,7,0,2157,51,36970.90843137255,45,1,0.14285714285714285,0.009819941469295044,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00047,V0281,E0031,143340.7,3,11.872986569391074,0.28668140000000003,0.7133186,0,25,26,0,2,0,0.8874757488037118,3.0004090114816266,1578,16,110928.9525,16,0,1119,44,45388.52636363637,40,1,0.0625,0.07177459685997135,0.0692176027003613,0.13696208901432622,0.054449922457473585,0,0,0,0,0,0,0,0,0,0,0,1,0.07894736842105263,0.09649122807017545,0.050871438677728475,0.0,0.0,0.0
T00048,V0019,E0048,47670.93,7,10.772098034058562,0.4767093,0.5232907,0,20,54,1,8,4,0.8545383781842465,3.893538665098501,672,11,18241.10636363636,11,0,95,59,39996.41847457627,51,1,0.09090909090909091,0.020201355401868633,0.06337165344555627,0.14914577155457295,0.0012382808558590913,0,0,0,0,0,0,0,0,0,0,0,2,0.07894736842105263,0.16038493230515694,0.07662852372865944,0.0,0.0,0.0
T00049,V0103,E0048,4271.45,4,8.359942712171122,0.042714499999999996,0.9572855,0,37,23,1,6,4,-0.30124543631937756,0.39694779213501674,995,16,14009.205,13,0,842,59,39996.41847457627,51,2,0.125,0.005872712272385712,0.07446398245589521,0.16802610025797912,0.03425768767046317,0,0,0,0,0,0,0,0,0,0,0,1,0.08823529411764706,0.15403705341785837,0.07807580307580309,0.0,0.0,0.0
T00050,V0172,E0007,32175.91,5,10.379004393561786,0.3217591,0.6782408999999999,0,14,27,1,3,2,-0.1525791598739849,1.3243758527936644,1620,17,34820.08705882353,12,0,1407,44,50363.30431818182,40,2,0.11764705882352941,0.01885781385950383,0.1275385874987049,0.3204182028790697,0.02562351771869087,0,0,0,0,0,0,0,0,0,0,0,1,0.10810810810810811,0.17036819428123776,0.08410346826817752,0.0,0.0,0.0
T00051,V0192,E0009,16634.63,1,9.71930205969217,0.03326926,0.96673074,0,16,27,2,0,1,0.04844487932858621,1.7617361668597717,447,10,11414.524000000001,8,0,420,56,90986.20857142856,51,1,0.1,0.003264747140799016,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00052,V0175,E0033,5938.0,3,8.68929604801586,0.011876,0.988124,0,43,13,0,8,1,-0.4577188372608749,0.4849880754026594,1612,12,16598.524999999998,11,0,850,47,44563.99787234043,44,1,0.08333333333333333,0.0028350334701530604,0.09550179973689364,0.1836297073027368,0.050139777702930204,0,0,0,0,0,0,0,0,0,0,0,1,0.10256410256410256,0.14203117144293617,0.0661879555709823,0.0,0.0,0.0
T00053,V0220,E0012,165448.37,7,12.016420505545591,1.6544837,-0.6544837,0,20,54,1,2,5,1.1593664972104727,3.4631669880427984,2544,6,52747.50166666667,6,0,2286,44,37664.29318181818,40,1,0.16666666666666666,0.09983434998025922,0.08186051552914007,0.27099280646572016,0.19080774262085518,0,0,0,0,0,0,0,0,0,0,0,1,0.06451612903225806,0.12680067763995603,0.06314855595960565,0.0,0.0,0.0
T00054,V0082,E0025,112458.91,7,11.630352081561327,4.4983564000000005,-3.4983564,0,10,56,1,1,3,-0.37868952996108995,0.9985444781247073,186,15,224075.5213333333,12,0,-136,46,56259.55782608696,40,1,0.06666666666666667,0.04345499693760248,0.1019126932886036,0.3050553065311876,0.024953380750355802,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.18097764568136143,0.09138364415520168,0.0,0.0,0.0
T00055,V0222,E0034,111000.0,4,11.6172944892629,0.222,0.778,1,12,21,1,2,5,0.4897342804807929,2.3234531453694625,667,7,62704.654285714285,7,1,667,49,54144.41755102041,47,1,0.14285714285714285,0.041838221277648364,0.15773003757665877,0.36184930679600535,0.17483135135135133,0,0,0,0,0,0,0,0,0,0,0,1,0.08333333333333333,0.13553327763854078,0.07048660643623629,0.0,0.0,0.0
T00056,V0294,E0036,68000.0,3,11.127277689932466,2.72,-1.72,1,6,14,1,1,5,-0.548128806823995,0.6037851915199969,1926,12,357294.71166666667,11,0,1437,60,38745.801499999994,53,1,0.08333333333333333,0.029250481070402776,0.16818458397755162,0.30631729240084876,0.3390435294117648,0,0,0,0,0,0,0,0,0,0,0,1,0.16071428571428573,0.19296536796536798,0.10562049794723062,0.0,0.0,0.0
T00057,V0272,E0009,913399.32,3,13.724929530072366,1.8267986399999998,-0.8267986399999999,0,35,30,0,1,1,2.6738091453478345,8.110249755300513,248,15,260405.98799999998,13,0,155,56,90986.20857142856,51,1,0.06666666666666667,0.17926565354190413,0.10658521435461066,0.21283883482631227,0.10716292190802161,0,0,0,0,0,0,0,0,0,0,0,1,0.13953488372093023,0.20386236910104719,0.10066429712412983,0.0,0.0,0.0
T00058,V0296,E0048,27051.31,7,10.205527678040676,0.2705131,0.7294869,0,14,33,1,0,4,0.4897723470211314,2.8649432652205316,3547,3,15550.313333333334,3,0,2886,59,39996.41847457627,51,1,0.3333333333333333,0.01146344590709942,0.10607180217520894,0.2904201159106414,0.09737495152730122,0,0,0,0,0,0,0,0,0,0,0,1,0.10810810810810811,0.1848866532577708,0.08948083299702228,0.0,0.0,0.0
T00059,V0039,E0043,10282.64,6,9.238309561938756,0.4113056,0.5886944000000001,0,15,28,1,6,0,-0.1728883287789025,0.955570414102754,720,8,10505.463749999999,8,0,698,57,45791.948947368415,50,1,0.125,0.003939495853076663,0.074249080209427,0.203366281891605,0.13690647537986356,0,0,0,0,0,0,0,0,0,0,0,1,0.06896551724137931,0.1669121963486976,0.08540596270741725,0.0,0.0,0.0
T00060,V0258,E0020,2188.71,4,7.691524393950908,0.00437742,0.9956225799999999,0,8,24,1,4,2,-0.24703252099150833,0.48644594044970535,1210,6,3112.7899999999995,6,0,905,40,60481.54175,34,1,0.16666666666666666,0.0009047016398188957,0.0629926025291445,0.13185454498293459,0.005765953461171142,0,0,0,0,0,0,0,0,0,0,0,1,0.034482758620689655,0.0966024340770791,0.0474096586525429,0.0,0.0,0.0
T00061,V0194,E0037,257994.24,1,12.460696414121156,0.51598848,0.48401152000000003,0,37,40,2,1,2,0.17596646752522385,2.2907809060214124,558,19,127672.06105263159,14,0,-68,60,85659.37133333334,53,1,0.05263157894736842,0.05019770671988043,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00062,V0020,E0004,5295.86,1,8.574869471140499,0.21183439999999998,0.7881656,0,38,44,2,0,1,-0.4319491282485114,0.5608725950998603,2128,15,10090.094666666666,12,0,1653,39,40970.16025641026,33,1,0.06666666666666667,0.0033143947009588747,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
T00063,V0079,E0055,15000.0,7,9.61587214452889,0.03,0.97,1,31,12,1,7,5,-0.4475847991431921,0.6800978434097386,2462,15,33937.34533333333,11,0,2385,60,58479.508166666674,51,1,0.06666666666666667,0.004275001754246969,0.07615980890752394,0.20267755383838298,0.05375666666666669,0,0,0,0,0,0,0,0,0,0,0,1,0.0967741935483871,0.15571914005093726,0.07673574605957922,0.0,0.0,0.0
T00064,V0263,E0009,16851.3,3,9.732242424981754,0.0337026,0.9662974,0,10,13,0,4,1,0.21603287406302552,3.7452410215607,969,5,7530.137999999999,5,0,492,56,90986.20857142856,51,1,0.2,0.003307271246414645,0.02113118999839042,0.03890878735721696,0.005242918943939173,0,0,0,0,0,0,0,0,0,0,0,1,0.1111111111111111,0.1818181818181818,0.0890636553068495,0.0,0.0,0.0
